"Nombre","Referencia interna","Código de barras","Categoría de producto","Coste","Precio de venta","Unidad SAT"
"Amarrador de varillas con grip","AM-VA","7501206625576","Truper","89.0","140.0","Pieza"
"Ancla de conexión para arneses, 90 cm","ANCLA-9","7501206627969","Truper","125.0","196.0","Pieza"
"Ancla para accesorios de baño, línea Aero","AEA-70","7506240617631","limsa","12.0","18.0","Pieza"
"Ancla para accesorios de baño, línea Element","ELA-70","7506240630845","limsa","13.0","20.0","Pieza"
"Ancla para accesorios de baño, línea Riviera","RIA-70","7506240631262","limsa","33.0","50.0","Pieza"
"Ancla para repisa de toalla","RIA-79","7506240631279","limsa","39.0","58.0","Pieza"
"Ancla para repisa de toalla, línea Element","ELA-79","7506240630852","limsa","17.0","26.0","Pieza"
"Anclaje Quimico 385ml cf 1000","ANQUFE","","All","1378.08","1994.04","Pieza"
"Angulo de 1/8"" X 1""","A181","","ventacero","195.70000000000002","255.0","Pieza"
"Anillo O-ring 110 para fumigadores FUM-12,16 y 20","FUM-006","7506240623441","Truper","2.0","3.5","Pieza"
"Anillo ORI-O33 para fumigadores FUM-12, 16 Y 20","FUM-021","7506240623489","Truper","24.0","38.0","Pieza"
"Anillo pistón completo para fumigador 15L, Pretul","ANP-FMP","7506240623281","Pretul","17.0","27.0","Pieza"
"Anillo pistón completo para fumigador 16 y 20L, Pretul","ANP-FUMP","7506240623748","Pretul","18.0","29.0","Pieza"
"Anillo pistón completo para fumigadora FM425","425-054-C","7506240622468","Truper","29.0","46.0","Pieza"
"Antena aérea para TV, giratoria 360° con cable coaxial 10m","ANGI-360B","7506240625728","Volteck","365.0","530.0","Pieza"
"Antena aérea para exterior, 14 elementos","ANAE-14","7506240608127","Volteck","325.0","455.0","Pieza"
"Antena aérea para exterior, 21 elementos","ANAE-21","7506240652915","Volteck","375.0","525.0","Pieza"
"Antena aérea para exterior, 32 elementos","ANAE-32","7506240636779","Volteck","445.0","625.0","Pieza"
"Antena aérea para exterior, 8 elementos","ANAE-8","7506240608103","Volteck","355.0","485.0","Pieza"
"Antena aérea para tv, giratoria 360 grados a control remoto","ANGI-360","7501206695913","Volteck","335.0","475.0","Pieza"
"Antena aérea para tv, tipo dura oro de 4 elementos","ANDO-4","7501206699393","Volteck","195.0","275.0","Pieza"
"Antorcha p/soldadoras SOMI-210X, SOMI-130X y SOMU-200X","AN-SOMI-210","7506240611882","Truper","1250.0","1875.0","Pieza"
"Antorcha para cortadora de plasma COPLA-40","AN-COPLA-40","7506240665441","Truper","3250.0","4850.0","Pieza"
"Antorcha para cortadora de plasma COPLA-60X","AN-COPLA-60X","7506240665496","Truper","7950.0","11950.0","Pieza"
"Antorcha para soldadora SOIN-160 y SOIN-200","AN-SI-12/16/20","7506240650515","Truper","975.0","1465.0","Pieza"
"Antorcha para soldadora SOMI-130T","AN-SOMI-130","7506240611875","Truper","645.0","965.0","Pieza"
"Anzuelo para pesca # 10, 100 piezas","ANZU-10","7506240639435","Truper","73.0","116.0","Pieza"
"Anzuelo para pesca # 11, 100 piezas","ANZU-11","7506240639442","Truper","62.0","99.0","Pieza"
"Anzuelo para pesca # 12, 100 piezas","ANZU-12","7506240639459","Truper","55.0","88.0","Pieza"
"Anzuelo para pesca # 13, 100 piezas","ANZU-13","7506240639466","Truper","49.0","78.0","Pieza"
"Anzuelo para pesca # 14, 100 piezas","ANZU-14","7506240639473","Truper","47.0","75.0","Pieza"
"Anzuelo para pesca # 15, 100 piezas","ANZU-15","7506240639480","Truper","47.0","75.0","Pieza"
"Anzuelo para pesca # 16, 100 piezas","ANZU-16","7506240639497","Truper","47.0","75.0","Pieza"
"Anzuelo para pesca # 18, 100 piezas","ANZU-18","7506240639503","Truper","44.0","70.0","Pieza"
"Anzuelo para pesca # 20, 100 piezas","ANZU-20","7506240639510","Truper","44.0","70.0","Pieza"
"Anzuelo para pesca # 8, 100 piezas","ANZU-08","7506240639411","Truper","110.0","176.0","Pieza"
"Anzuelo para pesca # 9, 100 piezas","ANZU-09","7506240639428","Truper","85.0","136.0","Pieza"
"Apagador de palanca con cable","APAL-2C","7506240639039","Volteck","17.0","26.0","Pieza"
"Apagador de palanca, 3 tornillos","APAL-3","7506240639022","Volteck","16.0","24.0","Pieza"
"Arandela de 5/16', bolsa de 1 kg","ARA-5/16","7506240601838","Fiero","75.0","115.0","Pieza"
"Arandela de presión de 1/2', pavonada, bolsa 100 piezas","ARAP-1/2","7506240611080","Fiero","65.0","105.0","Pieza"
"Arandela de presión de 1/4', pavonada,bolsa 200 piezas","ARAP-1/4","7506240611042","Fiero","26.0","42.0","Pieza"
"Arandela de presión de 1/8', pavonada, bolsa 300 piezas","ARAP-1/8","7506240611011","Fiero","13.0","22.0","Pieza"
"Arandela de presión de 3/16', pavonada, bolsa 200 piezas","ARAP-3/16","7506240611035","Fiero","14.0","22.0","Pieza"
"Arandela de presión de 3/8', pavonada, bolsa 150 piezas","ARAP-3/8","7506240611066","Fiero","47.0","75.0","Pieza"
"Arandela de presión de 5/16', pavonada, bolsa 150 piezas","ARAP-5/16","7506240611059","Fiero","32.0","52.0","Pieza"
"Arandela de presión de 5/32', pavonada, bolsa 300 piezas","ARAP-5/32","7506240611028","Fiero","14.0","22.0","Pieza"
"Arandela de presión de 7/16', pavonada, bolsa 100 piezas","ARAP-7/16","7506240611073","Fiero","46.0","73.0","Pieza"
"Arandela plana de 1/2', bolsa de 1 kg","ARA-1/2","7506240601869","Fiero","75.0","115.0","Pieza"
"Arandela plana de 1/4', bolsa de 1 kg","ARA-1/4","7506240601821","Fiero","75.0","115.0","Pieza"
"Arandela plana de 1/8', bolsa de 1 kg","ARA-1/8","7506240601791","Fiero","75.0","115.0","Pieza"
"Arandela plana de 3/16', bolsa de 1 kg","ARA-3/16","7506240601814","Fiero","75.0","115.0","Pieza"
"Arandela plana de 3/8', bolsa de 1 kg","ARA-3/8","7506240601845","Fiero","75.0","115.0","Pieza"
"Arandela plana de 5/32', bolsa de 1 kg","ARA-5/32","7506240601807","Fiero","75.0","115.0","Pieza"
"Arandela plana de 7/16', bolsa de 1 kg","ARA-7/16","7506240601852","Fiero","75.0","115.0","Pieza"
"Arbotante blanco con sensor de movimiento, 2XE26, Max. 300 W","ARB-901S","7506240624943","Volteck","245.0","365.0","Pieza"
"Arbotante blanco con sensor de movimiento, LED, 12 W","ARB-901L","7506240669678","Volteck","425.0","635.0","Pieza"
"Arbotante decorativo de LED para baño, 3 spots, 10 W","ARB-300L","7506240653806","Volteck","865.0","1295.0","Pieza"
"Arbotante decorativo de LED para baño, tipo barra, 10 W","ARB-301L","7506240653813","Volteck","465.0","695.0","Pieza"
"Arbotante decorativo de LED, 1 spot, 5 W, 350 lm","ARB-210L","7506240670582","Volteck","365.0","545.0","Pieza"
"Arbotante decorativo de LED, 14 W, 850 lm","ARB-205L","7506240666127","Volteck","325.0","485.0","Pieza"
"Arbotante decorativo de LED, 2 spots, 10 W, 650 lm","ARB-211L","7506240670599","Volteck","385.0","575.0","Pieza"
"Arbotante exterior de acento, 1 spot, LED, 5 W","ARB-202L","7506240672555","Volteck","295.0","445.0","Pieza"
"Arbotante exterior de acento, 1 spot, MR16GU10, 50 W","ARB-202S","7506240644514","Volteck","455.0","685.0","Pieza"
"Arbotante exterior de acento, 2 spots, LED, 11W","ARB-201L","7506240672548","Volteck","335.0","505.0","Pieza"
"Arbotante exterior de acento, 2 spots, MR16GU10, 100 W","ARB-201S","7506240644507","Volteck","495.0","745.0","Pieza"
"Arbotante exterior decorativo de LED , 15 W, 700 lm","ARB-003L","7506240672562","Volteck","395.0","595.0","Pieza"
"Arbotante exterior, cilíndrico, spot, 1xMR16GU10, negro","ARB-203S","7506240667407","Volteck","455.0","685.0","Pieza"
"Arbotante exterior, cilíndrico, spot, 2xMR16GU10, negro","ARB-204S","7506240667414","Volteck","495.0","745.0","Pieza"
"Arbotante exterior, decorativo, 1xE26/E27, 15 W","ARB-003S","7506240644491","Volteck","285.0","425.0","Pieza"
"Arbotante farol colgante, diseño moderno,lámpara no incluida","COL-103S","7506240668152","Volteck","345.0","515.0","Pieza"
"Arbotante farol soportado de LED, 260 Lm","ARB-101L","7506240654360","Volteck","335.0","505.0","Pieza"
"Arbotante farol soportado de LED, 550 lm","ARB-104L","7506240666608","Volteck","395.0","595.0","Pieza"
"Arbotante farol soportado, blanco, 1XE26","ARB-100S","7501206690253","Volteck","265.0","395.0","Pieza"
"Arbotante farol soportado, moderno, lámpara no incluida","ARB-105S","7506240668138","Volteck","295.0","445.0","Pieza"
"Arbotante farol soportado, negro, 1XE26","ARB-101S","7501206690260","Volteck","265.0","395.0","Pieza"
"Arbotante farol susp, diseño moderno,lámpara no incluida","ARB-107S","7506240668145","Volteck","295.0","445.0","Pieza"
"Arbotante farol suspendido de LED, 340 Lm","ARB-103L","7506240654377","Volteck","335.0","505.0","Pieza"
"Arbotante farol suspendido de LED, 550 lm","ARB-105L","7506240666615","Volteck","395.0","595.0","Pieza"
"Arbotante farol suspendido, blanco, 1XE26","ARB-102S","7501206690277","Volteck","265.0","395.0","Pieza"
"Arbotante farol suspendido, negro, 1XE26","ARB-103S","7501206690284","Volteck","265.0","395.0","Pieza"
"Arbotante negro con sensor de movimiento, 2XE26, Max. 300 W","ARB-902S","7501206690000","Volteck","245.0","365.0","Pieza"
"Arbotante negro con sensor de movimiento, LED, 12 W","ARB-902L","7506240643845","Volteck","475.0","715.0","Pieza"
"Arbotante solar con sensor de movimiento, 16 LED","ARB-703L","7506240617600","Volteck","295.0","445.0","Pieza"
"Arbotante solar con sensor de movimiento, 2 LED","ARB-701L","7506240622437","Volteck","295.0","445.0","Pieza"
"Arbotante tipo globo de LED","ARB-001L","7506240654391","Volteck","245.0","365.0","Pieza"
"Arbotante tipo globo soportado, 1XE27","ARB-004S","7506240666622","Volteck","475.0","715.0","Pieza"
"Arbotante tipo globo, 1XE26 ","ARB-001S","7501206690222","Volteck","195.0","295.0","Pieza"
"Arbotante tipo vaso de LED","ARB-002L","7506240654407","Volteck","245.0","365.0","Pieza"
"Arbotante tipo vaso, 1XE26 ","ARB-002S","7501206690246","Volteck","195.0","295.0","Pieza"
"Arco calador para segueta 6'","ACA-6X","7501206671467","Truper","145.0","217.0","Pieza"
"Arco calador para segueta 6', Pretul","ACA-6","7501206640098","Pretul","120.0","179.0","Pieza"
"Arco de solera para segueta 12', Pretul","APS-12","7501206602201","Pretul","75.0","109.0","Pieza"
"Arco jardinero tubular, 21'","AJT-21","7501206654088","Truper","145.0","215.0","Pieza"
"Arco jardinero tubular, 24'","AJT-24","7501206654095","Truper","155.0","235.0","Pieza"
"Arco jardinero tubular, 30'","AJT-30","7501206671184","Truper","175.0","265.0","Pieza"
"Arco junior para segueta 6'","AJ-6","7501206648599","Truper","65.0","97.0","Pieza"
"Arco profesional de solera para segueta 12'","APT-12","7501206640012","Truper","195.0","295.0","Pieza"
"Arco profesional extra pesado 1 kg","ATX-12","7501206640500","Expert","275.0","415.0","Pieza"
"Arco profesional tubular para segueta 12'","ATT-12","7501206640517","Truper","135.0","205.0","Pieza"
"Arena Barranco","ARBAR","","Arena","0.0","300.0","Unidad de servicio"
"Arena Gruesa m3","","","Arena","0.0","460.0","Unidad de servicio"
"Arena Lavada","ARLAV","","Arena","0.0","400.0","Unidad de servicio"
"Arena Parcela","ARPAR","","Arena","0.0","340.0","Unidad de servicio"
"Arena de Rio Lavada","","","Arena","0.0","522.0","Unidad de servicio"
"Armella abierta, 17 x 40, bolsa con 144 pzas","AR-17A","7501206686171","Fiero","52.0","83.0","Pieza"
"Armella abierta, 18 x 50, bolsa con 144 pzas","AR-18A","7501206686188","Fiero","65.0","105.0","Pieza"
"Armella abierta, 19 x 60, bolsa con 144 pzas","AR-19A","7501206686195","Fiero","72.0","115.0","Pieza"
"Armella abierta, 20 x 70, bolsa con 144 pzas","AR-20A","7501206686201","Fiero","83.0","135.0","Pieza"
"Armella abierta, 21 x 80, bolsa con 144 pzas","AR-21A","7501206686232","Fiero","105.0","168.0","Pieza"
"Armella abierta, 22 x 100, bolsa con 72 pzas","AR-22A","7501206686249","Fiero","87.0","139.0","Pieza"
"Armella abierta, 23 x 110, bolsa con 72 pzas","AR-23A","7501206686256","Fiero","115.0","185.0","Pieza"
"Armella cerrada, 17 x 40, bolsa con 144 pzas","AR-17C","7501206686041","Fiero","43.0","68.0","Pieza"
"Armella cerrada, 18 x 50, bolsa con 144 pzas","AR-18C","7501206686058","Fiero","76.0","119.0","Pieza"
"Armella cerrada, 19 x 60, bolsa con 144 pzas","AR-19C","7501206686065","Fiero","95.0","155.0","Pieza"
"Armella cerrada, 20 x 70, bolsa con 144 pzas","AR-20C","7501206686072","Fiero","109.0","175.0","Pieza"
"Armella cerrada, 21 x 80, bolsa con 144 pzas","AR-21C","7501206686089","Fiero","109.0","175.0","Pieza"
"Armella cerrada, 22 x 100, bolsa con 72 pzas","AR-22C","7501206686096","Fiero","87.0","139.0","Pieza"
"Armella cerrada, 23 x 110, bolsa con 72 pzas","AR-23C","7501206686102","Fiero","98.0","156.0","Pieza"
"Arnés cuerpo comp,5 anillos,posicionamiento/rescate,ANSI","ARN-5438","7501206627945","Truper","525.0","835.0","Pieza"
"Arnés cuerpo completo, 3 anillos, posicionamiento, ANSI","ARN-5436","7501206627952","Truper","455.0","725.0","Pieza"
"Arnés de cuerpo completo, 1 anillo, ANSI","ARN-5435","7501206627921","Truper","425.0","675.0","Pieza"
"Arnés de cuerpo completo, 3 anillos, rescate, ANSI","ARN-5437","7501206627938","Truper","475.0","755.0","Pieza"
"Arnés de pecho, 1 anillo","ARN-5434","7501206627914","Truper","205.0","329.0","Pieza"
"Asiento alargado para WC, abierto, azul","AWC-45Z","7506240667155","limsa","275.0","415.0","Pieza"
"Asiento alargado para WC, abierto, beige","AWC-45C","7506240667148","limsa","275.0","415.0","Pieza"
"Asiento alargado para WC, abierto, hueso","AWC-45H","7506240630579","limsa","275.0","415.0","Pieza"
"Asiento alargado para WC, abierto,blanco","AWC-45B","7506240630562","limsa","275.0","415.0","Pieza"
"Asiento para vástago para fumigadora FM-425","425-065","7506240622826","Truper","18.0","29.0","Pieza"
"Asiento redondo para WC, abierto, azul","AWC-40Z","7506240667131","limsa","175.0","265.0","Pieza"
"Asiento redondo para WC, abierto, beige","AWC-40C","7506240667124","limsa","175.0","265.0","Pieza"
"Asiento redondo para WC, abierto, blanco","AWC-40B","7506240630548","limsa","175.0","265.0","Pieza"
"Asiento redondo para WC, abierto, económico, blanco","AWC-35B","7506240630531","limsa","95.0","135.0","Pieza"
"Asiento redondo para WC, abierto, hueso","AWC-40H","7506240630555","limsa","175.0","265.0","Pieza"
"Aspas de repuesto para TIRO-G","ASP-TIRO-G","7501206665237","Truper","23.0","35.0","Pieza"
"Aspersor agrícola 1', fundido en latón","ASP-1BR","7501206602904","Truper","425.0","675.0","Pieza"
"Aspersor agrícola 3/4', fundido en latón","ASP-3/4BR","7501206602898","Truper","235.0","375.0","Pieza"
"Aspersor base metálica, tipo manguera","ASP-MAN","7501206654057","Truper","295.0","475.0","Pieza"
"Aspersor metálico 3/4', grandes superficies","ASP-GS","7506240638445","Truper","265.0","425.0","Pieza"
"Aspersor metálico doble chorro, cabeza sola","DOS","7501206653432","Truper","95.0","145.0","Pieza"
"Aspersor metálico doble chorro, una vía, estaca de 11'","DOS-11","7501206653449","Truper","118.0","177.0","Pieza"
"Aspersor metálico dos vías, Pretul","ASME-11X","7506240601982","Pretul","135.0","205.0","Pieza"
"Aspersor metálico dos vías, estaca de 11'","ASP-11X","7501206652084","Truper","169.0","255.0","Pieza"
"Aspersor metálico dos vías, estaca metálica de 11'","DOS-11X","7501206653456","Truper","120.0","179.0","Pieza"
"Aspersor metálico reforzado, estaca de escalón","ASP-11R","7501206611111","Truper","275.0","415.0","Pieza"
"Aspersor metálico una vía, Pretul","ASME-11","7506240601975","Pretul","132.0","199.0","Pieza"
"Aspersor metálico una vía, estaca de 11'","ASP-11","7501206655306","Truper","165.0","249.0","Pieza"
"Aspersor metálico, 8 funciones","ASP-8","7506240606680","Truper","129.0","205.0","Pieza"
"Aspersor metálico, Pretul","ASME","7506240601968","Pretul","105.0","157.0","Pieza"
"Aspersor metálico, cabeza sola","ASP","7501206652091","Truper","135.0","205.0","Pieza"
"Aspersor metálico, giratorio con aspas,diámetro riego 5 mts","ASP-50","7506240606697","Truper","120.0","195.0","Pieza"
"Aspersor metálico, tipo sapo, de chorro fino","SAPO-1","7501206653852","Truper","78.0","125.0","Pieza"
"Aspersor mini de plástico, irrigación 360°","ASMI-360","7506240610007","Truper","39.0","58.0","Pieza"
"Aspersor oscilatorio, metal-plástico","OSCI-17","7501206652572","Truper","165.0","265.0","Pieza"
"Aspersor plástico 5 posiciones, 8 mm, Pretul","ASP-8P","7501206602409","Pretul","49.0","73.0","Pieza"
"Aspersor plástico cabeza sola","ASP-P","7501206652169","Truper","39.0","58.0","Pieza"
"Aspersor plástico dos vías, estaca de 11'","ASP-P11X","7501206652190","Truper","69.0","105.0","Pieza"
"Aspersor plástico dos vías, estaca de 14 cm, Pretul","ASPRO-11X","7501206653104","Pretul","39.0","58.0","Pieza"
"Aspersor plástico una vía, estaca de 11'","ASP-P11","7501206652183","Truper","66.0","99.0","Pieza"
"Aspersor plástico una vía, estaca de 17 cm, Pretul","ASPRO-11","7501206652626","Pretul","37.0","55.0","Pieza"
"Aspersor tres brazos, base plástica","ASP-B3","7506240600558","Truper","315.0","505.0","Pieza"
"Aspersor verde, plástico, Pretul","ASVE","7501206695678","Pretul","26.0","39.0","Pieza"
"Aspersor verde, plástico, dos vías, estaca de zinc de 11'","ASVE-11X","7501206695692","Pretul","52.0","78.0","Pieza"
"Aspersor verde, plástico, estaca de 11', Pretul","ASVE-11","7501206695685","Pretul","48.0","72.0","Pieza"
"Aspiradora acero inoxidable, 16 galones","ASPI-16X","7506240637622","Truper","6150.0","9250.0","Pieza"
"Aspiradora acero inoxidable, 8 galones","ASPI-08X","7506240637615","Truper","5150.0","7750.0","Pieza"
"Aspiradora de 12 galones","ASPI-12","7506240600695","Truper","2250.0","3350.0","Pieza"
"Aspiradora de 16 galones","ASPI-16","7506240607809","Truper","2650.0","3950.0","Pieza"
"Aspiradora de 3 galones","ASPI-03","7506240600671","Truper","850.0","1189.0","Pieza"
"Aspiradora de 6 galones","ASPI-06","7506240600688","Truper","1250.0","1875.0","Pieza"
"Aspiradora de 8 galones","ASPI-08","7506240641537","Truper","1990.0","2950.0","Pieza"
"Aspiradora para auto, de 12 volts, Pretul","ASP-12V-P","7501206657300","Pretul","345.0","515.0","Pieza"
"Atenuador de Luz deslizable con interruptor, línea Classic","DIM-CL2","7501206657744","Volteck","205.0","305.0","Pieza"
"Atenuador de luz deslizable, línea Classic","DIM-CL","7501206657737","Volteck","169.0","255.0","Pieza"
"Atenuador de luz rotativo, línea Standard","DIM-S","7501206656464","Volteck","115.0","169.0","Pieza"
"Atomizador de 1 litro","ATO-100","7506240651994","Klintek","28.0","42.0","Pieza"
"Atomizador de 1/2 litro","ATO-50","7506240651987","Klintek","22.0","33.0","Pieza"
"Avellanador 3/16' a 5/8'","AVE-X","7501206642979","Expert","675.0","1015.0","Pieza"
"Avellanador HSS cambio rápido 1/2"", Truper","AV-1/2","","Truper","45.0","69.0","Pieza"
"Avellanador HSS cambio rápido 3/4"", Truper","AV-3/4","","Truper","85.0","135.0","Pieza"
"Avellanador HSS cambio rápido 5/8"", Truper","AV-5/8","","Truper","55.0","86.0","Pieza"
"Azadón Centroamericano, sin mango, 2.4 lb","ACE-25","7506240615927","Truper","120.0","179.0","Pieza"
"Azadón Centroamericano, sin mango, 2.4 lb","ACE-20","7506240615910","Truper","120.0","179.0","Pieza"
"Azadón Centroamericano, sin mango, 2.8 lb","ACE-30","7506240615934","Truper","135.0","205.0","Pieza"
"Azadón Centroamericano, sin mango, 4 lb","ACE-35","7506240615941","Truper","195.0","295.0","Pieza"
"Azadón Lane No.0, mango 54', 1.6 lb","AL-0M","7501206613290","Truper","219.0","329.0","Pieza"
"Azadón Lane, No.0, sin mango, 1.6 lb","AL-0","7501206613283","Truper","99.0","148.0","Pieza"
"Azadón Lane, No.1, mango 54', 1.8 lb","AL-1M","7501206612019","Truper","225.0","335.0","Pieza"
"Azadón Lane, No.1, sin mango, 1.8 lb","AL-1","7501206612071","Truper","105.0","157.0","Pieza"
"Azadón Lane, No.2, mango 54', 2 lb","AL-2M","7501206612026","Truper","230.0","365.0","Pieza"
"Azadón Lane, No.2, sin mango, 2 lb","AL-2","7501206612088","Truper","110.0","165.0","Pieza"
"Azadón Lane, No.3, mango 54', 2.1 lb","AL-3M","7501206612033","Truper","235.0","355.0","Pieza"
"Azadón Lane, No.3, sin mango, 2.1 lb","AL-3","7501206612095","Truper","115.0","169.0","Pieza"
"Azadón Oreja y Martillo, No. 1, con mango","AOM-1M","7506240607373","Truper","265.0","395.0","Pieza"
"Azadón Oreja y Martillo, No. 2, con mango","AOM-2M","7506240607380","Truper","275.0","415.0","Pieza"
"Azadón Oreja y Martillo, No. 3, con mango","AOM-3M","7506240607397","Truper","285.0","425.0","Pieza"
"Azadón jardinero Classic, con collar, mango 54'","ATJ","7501206650011","Truper","99.0","158.0","Pieza"
"Azadón jardinero con mango fibra de vidrio 60'","ATJ-F","7501206652237","Truper","155.0","249.0","Pieza"
"Azadón jardinero, tomatero corto, mango 18'","ATJ-C","7501206610015","Truper","55.0","88.0","Pieza"
"Azadón mezclero cabeza forjada, 10' de ancho, mango 60'","ATM","7501206632000","Truper","245.0","395.0","Pieza"
"Azadón mezclero cabeza forjada, 7' de ancho, mango 60'","ATM-7","7501206654675","Truper","195.0","315.0","Pieza"
"Azadón oreja y martillo, No. 1 sin mango","AOM-1","7506240607342","Truper","145.0","217.0","Pieza"
"Azadón oreja y martillo, No. 2 sin mango","AOM-2","7506240607359","Truper","155.0","235.0","Pieza"
"Azadón oreja y martillo, No. 3 sin mango","AOM-3","7506240607366","Truper","165.0","249.0","Pieza"
"Azadón para jardín, 15'","GTL-HO","7501206653111","Truper","59.0","94.0","Pieza"
"Azadón para niños, mango 42'","ATJ-KID","7501206685785","Truper","79.0","118.0","Pieza"
"Azadón tipo jardinero 6', mango 48', Pretul","ATJ-P","7501206687284","Pretul","75.0","119.0","Pieza"
"BA ACCESORIOS SHUNCA ARENA P/WC","1989","","ABRAMEX","233.21","338.0","Pieza"
"BA ACCESORIOS SHUNCA BLANCOS P/WC.","1992","","ABRAMEX","191.97","278.0","Pieza"
"BA ACCESORIOS SHUNCA MARFIL P/WC","1995","","ABRAMEX","233.21","338.0","Pieza"
"BA CUBREPIJA P/WC TBA301 COFLEX (BLANCO)","3382","710631914583","ABRAMEX","8.11","12.0","Pieza"
"BA CUBREPIJA P/WC TBA302 COFLEX (ALMENDRA)","3383","710631914590","ABRAMEX","8.82","13.0","Pieza"
"BA LAVABO SHUNCA ARENA P/WC","1999","","ABRAMEX","290.09000000000003","421.0","Pieza"
"BA LAVABO SHUNCA BLANCO","2003","","ABRAMEX","240.32","348.0","Pieza"
"BA MINGITORIO SHUNCA BLANCO","1052","","ABRAMEX","1309.66","1899.0","Pieza"
"BA PEDESTAL SHUNCA ARENA SOLO","2044","","ABRAMEX","382.37","554.0","Pieza"
"BA PEDESTAL SHUNCA BLANCO SOLO","2047","","ABRAMEX","340.23","493.0","Pieza"
"BA PEDESTAL SHUNCA MARFIL SOLO","2050","","ABRAMEX","375.41","544.0","Pieza"
"BA TANQUE SHUNCA BLANCO P/WC","2014","","ABRAMEX","507.65000000000003","736.0","Pieza"
"BA TANQUE SHUNCA MARFIL P/WC","2017","","ABRAMEX","612.89","889.0","Pieza"
"BA TAZA SHUNCA ALARGADA ARENA P/WC","2020","","ABRAMEX","884.71","1283.0","Pieza"
"BA TAZA SHUNCA ALARGADA BLANCO P/WC","2023","","ABRAMEX","755.08","1095.0","Pieza"
"BA TAZA SHUNCA ALARGADA MARFIL P/WC","2025","","ABRAMEX","848.9300000000001","1231.0","Pieza"
"BA TAZA SHUNCA REDONDA ARENA P/WC","2029","","ABRAMEX","612.89","889.0","Pieza"
"BA TAZA SHUNCA REDONDA BLANCO P/WC","2033","","ABRAMEX","507.65000000000003","736.0","Pieza"
"BA TAZA SHUNCA REDONDA MARFIL P/WC","2036","","ABRAMEX","612.89","889.0","Pieza"
"BALANCIN P/VALVULA TANQUE ALTO  R19 ALAN","6708","","ABRAMEX","34.13","56.0","Pieza"
"BALASTRA 2 X 59 T-8 ELECTRONICA LUMICON","1757","","ABRAMEX","368.49","534.0","Pieza"
"BALASTRA 2 X 60 FLUO/SLIM ELECTRONICA SOLA BASIC","B2X60","797552160480","ABRAMEX","152.98","221.82","Pieza"
"BANCO ALTO ACOLCHONADO","","","All","451.24","568.0","Pieza"
"BANCO PARA MECANICO GIRATORIO 15"" DE DIAMETRO 137074 SURTEK","137074","660731370744","SURTEK","1156.0","1676.0","Pieza"
"BANCO PARA MECANICO INDUSTRIAL 9985 URREA","9985","660731900484","URREA","1996.0","2894.0","Pieza"
"BANDA DE LIJA 060 4X24 FANDELI","","","All","35.65","50.0","Pieza"
"BANDA PARA MALACATE GANCHO PLANO 151136 SURTEK","151136","660731511369","SURTEK","491.0","712.0","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 40","MPB1735","7506069058035","ANBEC","0.0","56.5","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 42","MPB1736","7506069058042","ANBEC","0.0","56.5","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 43","MPB1737","7506069058059","ANBEC","0.0","56.5","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 44","MPB1738","7506069058066","ANBEC","0.0","57.5","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 45","MPB1739","7506069058073","ANBEC","0.0","57.5","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 46","MPB1740","7506069058080","ANBEC","0.0","57.5","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 47","MPB1741","7506069058097","ANBEC","0.0","61.2","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 48","MPB1742","7506069058103","ANBEC","0.0","61.2","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 49","MPB1743","7506069058110","ANBEC","0.0","62.0","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 54","MPB1744","7506069058127","ANBEC","0.0","64.5","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 55","MPB1745","7506069058134","ANBEC","0.0","64.5","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 56","MPB1746","7506069058141","ANBEC","0.0","64.5","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 57","MPB1747","7506069058158","ANBEC","0.0","77.5","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 58","MPB1748","7506069058165","ANBEC","0.0","77.5","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 59","MPB1749","7506069058172","ANBEC","0.0","77.5","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 60","MPB1750","7506069058189","ANBEC","0.0","77.5","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 61","MPB1751","7506069058196","ANBEC","0.0","83.0","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 62","MPB1752","7506069058202","ANBEC","0.0","83.0","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 63","MPB1753","7506069058219","ANBEC","0.0","88.9","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 64","MPB1754","7506069058226","ANBEC","0.0","88.9","Pieza"
"BANDA-V PARA AIRE ACONDICIONADO 65","MPB1755","7506069058233","ANBEC","0.0","93.5","Pieza"
